Burrow,Status,Xcoord,Ycoord,Z,Watershed,Dew5m,Dew15m,Slope5m,Slope15m,Shrub5m,Shrub15m,Rock5m,Rock15m
i1,1,128387.3906,1031302.813,536,5,936,933,1100,961,395,4227,1346,11623
i10,0,128353.0234,1031315.813,530.04,5,935,935,997,962,408,4945,1482,12476
i100,1,128334.3281,1031370.813,528.64,5,924,922,667,744,595,5306,1024,10027
i101,1,128342.3125,1031367.375,529.39,5,925,927,713,794,482,4530,1225,11215
i102,1,128349.1719,1031393.688,531.63,5,928,927,664,698,848,5302,982,10568
i103,0,128321.1797,1031378.875,527.8,5,872,859,429,633,588,6832,1063,7586
i104,1,128325.0391,1031380.188,527.85,5,915,918,487,674,989,6832,744,7586
i105,1,128323.2969,1031381.688,527.99,5,915,918,487,674,759,6832,669,7586
i106,0,128324.5703,1031382.875,528.08,5,915,918,487,674,759,5192,669,7768
i107,1,128324.0703,1031383.813,528.16,5,895,918,663,674,759,5192,669,7768
i108,0,128323.6016,1031381.875,528.04,5,915,918,487,674,759,6832,669,7586
i109,1,128325.9688,1031383.625,528.17,5,895,918,663,674,759,5192,669,7768
i11,1,128353.7969,1031316.313,530.15,5,935,935,997,962,408,4945,1482,12476
i110,0,128327.8281,1031383.875,528.29,5,895,918,663,674,742,5192,820,7768
i111,0,128329.0703,1031386.313,528.61,5,920,918,679,674,694,5192,772,7768
i112,0,128326.9219,1031385.875,528.41,5,895,918,663,674,694,5192,772,7768
i113,1,128324.8281,1031384.875,528.26,5,895,918,663,674,759,5192,669,7768
i114,0,128324.9219,1031385.688,528.33,5,895,918,663,674,689,5192,720,7768
i115,0,128325.2813,1031385.813,528.38,5,895,918,663,674,689,5192,720,7768
i116,0,128325.0469,1031386.313,528.4,5,895,918,663,674,689,5192,720,7768
i117,0,128321.8281,1031386.313,528.53,5,864,859,691,633,488,5192,1024,7768
i118,0,128321.4297,1031386.375,528.58,5,864,859,691,633,488,5192,1024,7768
i119,0,128326.0781,1031387.188,528.53,5,895,918,663,674,689,5192,720,7768
i12,0,128353.1563,1031317.875,530.08,5,935,935,997,962,408,4945,1482,12476
i120,1,128325.6328,1031387.875,528.6,5,895,918,663,674,689,5192,720,7768
i121,0,128325.1563,1031388.313,528.67,5,881,898,576,629,689,5192,720,7768
i122,1,128326.3906,1031388.375,528.69,5,881,898,576,629,689,5192,720,7768
i123,0,128325.9609,1031389.125,528.72,5,881,898,576,629,689,5192,720,7768
i124,1,128326.4531,1031388.875,528.74,5,881,898,576,629,689,5192,720,7768
i125,1,128326.7969,1031388.188,528.68,5,881,898,576,629,689,5192,720,7768
i126,1,128327.0078,1031388.313,528.66,5,881,898,576,629,694,5192,772,7768
i127,1,128327.1094,1031388.375,528.67,5,881,898,576,629,694,5192,772,7768
i128,0,128327.4609,1031388.375,528.72,5,881,898,576,629,694,5192,772,7768
i129,0,128326.8438,1031388.813,528.7,5,881,898,576,629,694,5192,772,7768
i13,0,128356.9922,1031312.625,530.67,5,935,934,1021,990,432,4945,1576,12476
i130,1,128326.9063,1031388.875,528.75,5,881,898,576,629,694,5192,772,7768
i131,0,128326.5625,1031389.813,528.81,5,881,898,576,629,689,5192,720,7768
i132,0,128329.8281,1031389.313,528.94,5,911,898,659,629,694,5192,772,7768
i133,1,128323.3281,1031389.875,528.92,5,881,898,576,629,689,5192,720,7768
i134,1,128323.6172,1031393,529.23,5,881,898,576,629,684,5192,855,7768
i135,1,128320.1719,1031388.625,528.86,5,863,855,714,728,488,5192,1024,7768
i136,1,128327.7891,1031394.313,529.32,5,871,898,581,629,468,5192,985,7768
i137,0,128325.0391,1031396.313,529.55,5,871,898,581,629,699,5192,741,7768
i138,0,128328.9063,1031397,529.62,5,904,898,623,629,680,5192,656,7768
i139,1,128330.0391,1031399,529.9,5,894,898,607,629,605,4734,759,8390
i14,1,128399.6406,1031313.375,537.58,5,937,883,398,460,412,3721,1496,12504
i140,1,128332.0078,1031396.375,529.76,5,904,898,623,629,619,5152,957,9533
i141,1,128332.4922,1031396.125,529.79,5,904,898,623,629,619,5152,957,9533
i142,1,128324.8516,1031416,531.46,5,883,884,626,628,350,2800,1050,9430
i143,1,128325.25,1031416.625,531.51,5,883,884,626,628,350,2800,1050,9430
i144,0,128324.8906,1031418.625,531.68,5,883,873,1251,1205,243,2800,967,9430
i145,1,128326.3281,1031422.313,531.91,5,883,873,1251,1205,296,2800,1051,9430
i146,1,128320.8438,1031425.875,532.17,5,898,887,915,544,205,2800,1191,9430
i147,1,128320.5234,1031424.5,532.11,5,898,887,915,544,205,2800,1191,9430
i148,0,128319.0703,1031428.313,532.3,5,927,887,819,544,340,3416,1073,10817
i149,0,128312.8281,1031426.688,532.56,5,857,887,290,544,287,2989,1150,10706
i15,1,128417.6875,1031331.875,538.53,5,844,843,835,929,101,2760,1660,13489
i150,0,128296.0234,1031428.875,533.29,3,925,862,109,287,496,3596,1228,11635
i151,1,128295.8203,1031431.813,533.28,3,925,862,109,287,422,3596,1258,11635
i152,0,128296.2031,1031431.375,533.29,3,925,862,109,287,422,3596,1258,11635
i153,0,128297.0391,1031426.375,533.26,3,867,862,204,287,496,2688,1228,10914
i154,0,128296.8672,1031424.313,533.21,3,867,862,204,287,257,2688,1338,10914
i155,0,128297.9531,1031422.875,533.15,3,857,862,336,287,257,2688,1338,10914
i156,1,128302.1563,1031424,533,5,847,862,291,287,224,2989,1520,10706
i157,0,128305.1563,1031419.688,532.62,5,849,862,461,287,387,2989,1204,10706
i158,0,128309.1328,1031420.875,532.5,5,857,887,472,544,311,2989,1076,10706
i159,0,128311.2734,1031421.5,532.42,5,857,887,472,544,288,2989,1101,10706
i16,1,128403.7578,1031311.375,537.88,5,849,872,499,592,386,3721,1400,12504
i160,0,128315.3203,1031421.125,532.18,5,866,887,573,544,205,2800,1060,9430
i161,1,128315.1875,1031418.875,532.03,5,866,887,573,544,205,2800,1060,9430
i162,0,128319.1484,1031420.313,531.87,5,871,887,889,544,431,2800,974,9430
i163,0,128337.75,1031414.625,531.74,5,880,884,608,628,689,3895,847,10208
i164,0,128337.9531,1031414.625,531.75,5,880,884,608,628,689,3895,847,10208
i165,1,128313.2422,1031412.813,531.65,5,855,855,594,605,365,2989,1015,10706
i166,1,128292.7031,1031427,533.32,3,933,928,153,355,614,2688,915,10914
i167,0,128289,1031417.875,533.21,3,845,884,349,292,202,2688,1293,10914
i168,0,128288.6719,1031417.188,533.16,3,845,884,349,292,202,2688,1293,10914
i169,1,128289.0625,1031415.375,533.09,3,845,884,349,292,312,2688,1191,10914
i17,0,128360.6094,1031321.875,531.22,5,936,935,987,962,1083,5444,704,11715
i170,1,128288.0469,1031414.625,533.1,3,845,884,349,292,312,2688,1191,10914
i171,0,128287.8984,1031411.813,533,3,866,884,274,292,480,3800,959,9047
i172,1,128285.3203,1031410.375,533.02,3,866,884,274,292,362,3800,1074,9047
i173,1,128286.4063,1031411.125,533.03,3,866,884,274,292,480,3800,959,9047
i174,0,128295.4922,1031411.313,532.63,5,848,850,492,500,337,3800,1295,9047
i175,1,128295.8594,1031410.875,532.52,5,848,850,492,500,337,3800,1295,9047
i176,0,128294.6719,1031415.625,532.94,5,851,850,374,500,418,2688,952,10914
i177,1,128297.7813,1031414.375,532.73,5,851,850,374,500,290,2688,1270,10914
i178,0,128299.2031,1031409.625,532.19,5,851,850,500,500,337,3800,1295,9047
i179,0,128284.2891,1031409.125,533,3,866,884,274,292,362,3203,1074,10214
i18,1,128359.9688,1031322.5,531.15,5,936,935,987,962,539,4383,1241,12594
i180,0,128290.5938,1031404.875,532.4,5,845,884,528,292,382,3800,974,9047
i181,0,128290.8672,1031403.625,532.28,5,845,884,528,292,480,3800,847,9047
i182,0,128283.1406,1031400.5,532.73,5,842,844,485,556,320,3203,1034,10214
i183,0,128299.8906,1031397.625,531.31,5,850,849,709,711,286,3851,1191,9902
i184,0,128301.8281,1031399.375,531.31,5,850,849,597,711,218,3851,1213,9902
i185,0,128305.8203,1031400.313,531.17,5,850,849,670,711,366,3851,1155,9902
i186,0,128319.5938,1031400.625,530.19,5,856,855,637,728,540,5723,674,6266
i187,1,128313.6563,1031373.125,527.67,5,855,859,510,633,442,4539,1067,9238
i188,0,128308.8281,1031376.375,528.4,5,848,859,611,633,519,4539,1040,9238
i189,1,128311.6563,1031380.688,528.56,5,849,859,757,633,680,4539,1005,9238
i19,0,128360.8984,1031323.125,531.27,5,932,935,924,962,539,4383,1241,12594
i190,0,128312.8125,1031381.625,528.58,5,849,859,757,633,621,4539,886,9238
i191,0,128318.8594,1031386.313,528.68,5,864,859,691,633,488,5192,1024,7768
i192,1,128314.9297,1031388.625,529.2,5,856,855,781,728,507,5192,936,7768
i193,0,128312.7422,1031385.688,529.09,5,852,859,858,633,627,5334,908,8102
i194,0,128309.6406,1031393,530.13,5,852,855,849,728,701,5334,851,8102
i195,1,128305.5391,1031393.625,530.39,5,851,849,794,711,723,5334,783,8102
i196,0,128304.4922,1031393.875,530.56,5,851,849,794,711,723,5334,783,8102
i197,0,128303.3828,1031393.125,530.53,5,851,849,794,711,422,5334,879,8102
i198,0,128303.4297,1031393.625,530.68,5,851,849,794,711,422,5334,879,8102
i199,1,128305.5625,1031395.375,530.72,5,851,849,794,711,583,5334,938,8102
i2,1,128387.6016,1031307.375,536.05,5,932,933,1133,961,486,4227,1198,11623
i20,0,128362.2734,1031324.125,531.55,5,932,935,924,962,539,4383,1241,12594
i200,1,128306.4531,1031394.313,530.4,5,851,849,794,711,723,5334,783,8102
i201,1,128306.2578,1031394.375,530.43,5,851,849,794,711,723,5334,783,8102
i202,1,128306.4531,1031394.625,530.43,5,851,849,794,711,583,5334,938,8102
i203,1,128306.6719,1031394.813,530.45,5,851,849,794,711,583,5334,938,8102
i204,1,128307.5625,1031393.875,530.36,5,851,849,794,711,723,5334,783,8102
i205,0,128304.9297,1031388.625,529.99,5,850,849,811,711,667,5334,901,8102
i206,1,128300.5391,1031382.875,529.83,5,849,847,891,827,509,5334,1070,8102
i207,1,128290,1031388.625,531.35,5,846,844,805,556,662,4636,847,8430
i208,0,128278.6797,1031393.188,532.72,5,843,844,396,556,415,4975,1095,9144
i209,0,128277.3594,1031398.625,532.99,5,945,903,52,255,450,3203,1078,10214
i21,1,128360.5313,1031324.313,531.2,5,932,935,924,962,539,4383,1241,12594
i210,1,128277.7188,1031398.313,532.92,5,945,903,52,255,450,3203,1078,10214
i211,0,128271.9531,1031393.125,533.05,5,922,903,137,255,290,4975,1174,9144
i212,1,128275.1328,1031383.375,532.25,5,842,844,590,618,885,4975,729,9144
i213,0,128287.7031,1031374.813,530.34,5,842,844,898,854,519,4899,1136,8821
i214,0,128304,1031368.625,528.05,5,845,848,700,843,367,4539,1271,9238
i215,1,128304.5078,1031365.125,527.61,5,850,848,873,843,455,5199,1182,10520
i216,0,128287.5391,1031357.5,528.38,5,842,842,1021,1046,322,3588,1243,11457
i217,0,128265.9375,1031374.125,532.63,5,842,844,785,618,306,5552,1027,9097
i218,0,128265.2813,1031374.375,532.93,5,842,844,785,618,306,5552,1027,9097
i219,0,128264.8516,1031374.313,532.95,5,842,844,785,618,306,5552,1027,9097
i22,0,128360.8125,1031324.813,531.29,5,932,935,924,962,539,4383,1241,12594
i220,0,128264.6797,1031374.375,533.01,5,842,844,785,618,306,5552,1027,9097
i221,1,128262.3281,1031372.188,533.22,5,841,851,580,533,1031,5552,734,9097
i222,0,128262.4766,1031371.625,533.18,5,841,851,580,533,258,5552,1128,9097
i223,1,128291.8672,1031343,526.5,5,841,840,1114,1117,414,3909,1285,11127
i224,1,128295.1719,1031324.375,524.68,5,840,846,1022,651,493,4643,1193,10903
i225,0,128294.2813,1031324.688,524.83,5,840,846,1022,651,493,4643,1193,10903
i226,0,128286.6719,1031332.375,526.63,5,840,840,1082,1117,280,4643,1444,10903
i227,0,128280.7266,1031315.313,526.78,5,840,840,1039,1044,579,4458,1166,11103
i228,0,128291.4922,1031311.375,524.69,5,841,841,1250,1279,1363,5344,446,9165
i229,0,128291.6797,1031311.625,524.62,5,841,841,1250,1279,1363,5344,446,9165
i23,0,128361.3672,1031325.625,531.35,5,932,935,924,962,539,4383,1241,12594
i230,0,128292.0781,1031311.875,524.59,5,841,841,1250,1279,1363,5344,446,9165
i231,1,128304.8672,1031307.625,522.12,5,859,848,0,198,643,5937,1230,11151
i232,0,128292.6719,1031323.375,525.13,5,841,840,1116,1044,493,4643,1193,10903
i233,0,128293.6406,1031317.313,524.47,5,841,846,1176,651,537,5344,1122,9165
i234,1,128282.1094,1031338.625,527.79,5,840,840,1138,1117,397,4265,1227,10794
i235,0,128252,1031354,533.91,5,842,840,712,880,313,6055,1266,8737
i236,0,128244.5313,1031347.375,534.78,5,840,853,983,547,328,5158,1239,9578
i237,0,128248.4766,1031353.875,534.42,5,842,840,712,880,253,6055,1420,8737
i238,1,128239.4219,1031336.188,535.23,5,841,841,1004,796,327,6232,1290,8679
i239,1,128241.3125,1031334.875,534.81,5,841,841,1004,796,912,5226,814,8864
i24,0,128359.7891,1031325.313,531.09,5,932,935,924,962,539,4193,1241,12956
i240,0,128242.5078,1031335.313,534.49,5,841,841,1004,796,531,5226,989,8864
i241,1,128241,1031333.5,534.82,5,841,841,1004,796,912,5226,814,8864
i242,0,128237.1094,1031331.625,535.37,5,841,841,765,796,912,6232,814,8679
i243,0,128237.2109,1031330.375,535.29,5,841,841,765,796,744,6232,887,8679
i244,1,128237.2734,1031329.125,535.22,5,841,841,765,796,744,6232,887,8679
i245,0,128236.7266,1031329.125,535.33,5,841,841,765,796,400,6232,1409,8679
i246,0,128237.6172,1031342,535.39,5,845,841,460,796,380,5545,1036,9369
i247,0,128237.0234,1031341.688,535.45,5,845,841,460,796,380,5545,1036,9369
i248,0,128332.1875,1031390.375,529.31,5,911,898,659,629,502,5152,1053,9533
i249,1,128352.6563,1031357.688,530.12,5,931,933,875,846,660,5123,1187,11367
i25,0,128358.4219,1031325.688,530.85,5,932,935,924,962,539,4193,1241,12956
i250,0,128356.9688,1031356.313,530.7,5,933,934,801,836,505,5123,1317,11367
i251,1,128352.4688,1031348,530.23,5,935,933,888,846,721,6233,1169,10603
i252,0,128349.5469,1031344.688,529.76,5,935,933,888,846,642,6233,1212,10603
i253,0,128348.1797,1031345.625,529.6,5,935,933,888,846,753,6233,1054,10603
i254,1,128408.25,1031336.625,538.05,5,850,878,636,460,461,2760,1404,13489
i255,0,128428.5313,1031344.5,538.76,NA,841,841,1121,1120,284,2548,1411,13416
i256,0,128371.9063,1031349.5,533.32,5,934,933,922,955,942,6503,1039,10364
i257,0,128327.3125,1031380.875,528.06,5,915,918,487,674,859,6832,909,7586
i258,0,128277.1094,1031321.813,527.67,5,840,840,1146,1237,360,4458,1447,11103
i26,1,128358.0781,1031325.375,530.81,5,932,935,924,962,1222,4193,445,12956
i27,0,128357.1406,1031323.688,530.74,5,932,935,881,962,1222,4193,445,12956
i28,1,128350.0391,1031326.313,529.6,5,933,932,902,1082,544,4193,1269,12956
i29,0,128358.8438,1031328.125,530.91,5,933,934,900,871,441,4193,1500,12956
i3,1,128377.3125,1031303.125,533.79,5,932,934,737,847,480,4227,1337,11623
i30,0,128359.1016,1031329,530.94,5,933,934,900,871,441,4193,1500,12956
i31,0,128360.4688,1031328.375,531.17,5,933,934,900,871,441,4383,1500,12594
i32,1,128362.3906,1031329.313,531.46,5,934,934,900,871,441,4383,1500,12594
i33,1,128362.8125,1031331.688,531.55,5,934,934,900,871,375,4383,1526,12594
i34,1,128364.7109,1031332.125,531.84,5,934,934,921,871,519,4383,1397,12594
i35,1,128364.4219,1031333,531.81,5,934,934,921,871,519,4383,1397,12594
i36,0,128361.8203,1031331,531.34,5,934,934,900,871,441,4383,1500,12594
i37,0,128360.7578,1031331.375,531.18,5,933,934,900,871,441,4383,1500,12594
i38,1,128360.8125,1031332.375,531.18,5,933,934,900,871,375,4383,1526,12594
i39,0,128360.2969,1031332.375,531.08,5,933,934,900,871,375,4383,1526,12594
i4,0,128376.9219,1031303.875,533.76,5,932,934,737,847,480,4227,1337,11623
i40,1,128359.9766,1031332.5,531.04,5,933,934,900,871,375,4383,1526,12594
i41,0,128359.3906,1031332.375,530.91,5,933,934,900,871,375,4193,1526,12956
i42,0,128359.25,1031333.188,530.9,5,933,934,856,871,375,4193,1526,12956
i43,0,128360.6563,1031333.625,531.17,5,934,934,856,871,375,4383,1526,12594
i44,0,128362.0313,1031336.875,531.49,5,934,934,856,871,388,4383,1401,12594
i45,0,128361.6328,1031336.313,531.33,5,934,934,856,871,388,4383,1401,12594
i46,1,128361.6484,1031337.375,531.38,5,933,934,856,871,388,4383,1401,12594
i47,0,128361.2734,1031338.125,531.32,5,933,934,809,871,388,6503,1401,10364
i48,1,128355.4609,1031331.688,530.33,5,933,934,897,871,283,4193,1643,12956
i49,1,128355.7891,1031331.875,530.38,5,933,934,897,871,283,4193,1643,12956
i5,1,128376.5469,1031302.375,533.59,5,937,934,782,847,480,4227,1337,11623
i50,1,128356.5469,1031332.813,530.48,5,933,934,897,871,283,4193,1643,12956
i51,1,128359.2891,1031323.875,531.03,5,932,935,924,962,539,4193,1241,12956
i52,1,128356.1094,1031334.813,530.43,5,933,934,876,871,283,4193,1643,12956
i53,0,128353.9609,1031333,530.1,5,933,934,897,871,283,4193,1643,12956
i54,0,128352.9766,1031332.688,529.98,5,933,932,924,929,368,4193,1599,12956
i55,1,128353.1406,1031334.313,529.99,5,933,934,876,871,368,4193,1599,12956
i56,0,128356.7578,1031332,530.52,5,933,934,897,871,283,4193,1643,12956
i57,0,128355.3281,1031336.375,530.38,5,933,934,876,871,435,4193,1440,12956
i58,0,128354.8438,1031336.313,530.29,5,933,934,876,871,435,4193,1440,12956
i59,1,128356.6719,1031339.375,530.6,5,933,934,903,871,435,6233,1440,10603
i6,0,128308.7578,1031305.625,521.89,5,916,924,0,285,643,5983,1230,11273
i60,1,128354.5625,1031341.375,530.34,5,933,934,903,871,798,6233,1029,10603
i61,0,128351.6563,1031337.625,529.85,5,933,932,933,929,586,6233,1358,10603
i62,0,128350.8828,1031338.625,529.79,5,934,932,856,929,586,6233,1358,10603
i63,0,128350.0703,1031338.813,529.7,5,934,932,856,929,586,6233,1358,10603
i64,0,128350.3125,1031337.875,529.69,5,933,932,933,929,586,6233,1358,10603
i65,1,128350.3281,1031339.875,529.72,5,934,932,856,929,586,6233,1358,10603
i66,1,128350.4922,1031340.125,529.8,5,934,932,856,929,586,6233,1358,10603
i67,0,128345.5234,1031338.875,529.21,5,933,932,805,929,385,6233,1540,10603
i68,1,128344.9297,1031338.375,529.11,5,933,932,805,929,385,6233,1540,10603
i69,0,128343.9922,1031336.625,528.94,5,930,932,932,929,413,4048,1529,12920
i7,1,128348.5234,1031317.625,529.48,5,934,932,1077,1082,297,4945,1651,12476
i70,0,128339.5,1031335.188,528.83,5,928,932,960,929,404,4048,1529,12920
i71,0,128343.4297,1031336.313,528.85,5,930,932,932,929,413,4048,1529,12920
i72,0,128335.0781,1031345.875,527.79,5,933,929,943,905,884,5516,995,10996
i73,1,128333.7031,1031351.875,527.41,5,933,929,770,905,325,5516,1463,10996
i74,1,128334.6406,1031353,527.54,5,933,929,770,905,325,4530,1463,11215
i75,1,128334.9063,1031353.875,527.64,5,927,929,761,905,325,4530,1463,11215
i76,0,128320.6563,1031346.688,525.44,5,928,890,933,805,418,5671,1457,10776
i77,0,128351.4688,1031335.313,529.79,5,933,932,933,929,368,4193,1599,12956
i78,0,128371.2813,1031350,533.16,5,934,933,922,955,465,6503,1435,10364
i79,0,128381.9297,1031352.688,535.09,5,933,933,974,955,518,4504,1307,11173
i8,1,128348.6406,1031316.688,529.54,5,934,932,1077,1082,297,4945,1651,12476
i80,0,128389.2891,1031348.625,536.29,5,928,929,582,599,516,5692,1163,10466
i81,0,128390.2734,1031345.313,536.38,5,936,929,631,599,499,4789,1139,10727
i82,0,128385.1328,1031339,535.78,5,937,935,912,784,503,5692,1237,10466
i83,1,128382.7813,1031341.125,535.19,5,935,935,975,965,665,5692,1153,10466
i84,0,128395.5469,1031349.125,536.96,5,931,929,365,599,726,4789,907,10727
i85,1,128395.8672,1031347.313,537.04,5,935,929,433,599,726,4789,907,10727
i86,0,128426.6016,1031336.313,538.68,5,841,843,1027,929,305,1515,1393,14385
i87,0,128381.7734,1031349.5,534.84,5,933,933,974,955,518,5692,1307,10466
i88,0,128365.5703,1031356.188,532.14,5,933,934,900,836,859,6692,1047,10027
i89,0,128364.2891,1031356.375,531.95,5,933,934,900,836,859,6692,1047,10027
i9,0,128351.2734,1031317.375,529.84,5,934,932,1077,1082,408,4945,1482,12476
i90,1,128361.7422,1031359.313,531.53,5,930,928,842,886,365,6692,1438,10027
i91,0,128360.6797,1031360.625,531.41,5,930,928,842,886,365,6692,1438,10027
i92,0,128372.4219,1031361,533.6,5,930,930,982,999,1101,6692,804,10027
i93,0,128370.5625,1031359,533.03,5,930,930,982,999,409,6692,1353,10027
i94,1,128371,1031357.125,533.07,5,933,933,946,955,304,6692,1485,10027
i95,0,128370.6406,1031354.375,532.98,5,933,933,946,955,304,6692,1485,10027
i96,0,128358.4922,1031369.125,531.78,5,925,928,881,886,563,5050,1134,10992
i97,0,128359.7188,1031369.5,531.96,5,925,928,881,886,563,5050,1134,10992
i98,0,128344.4063,1031362.313,529.41,5,930,927,825,794,571,4530,1273,11215
i99,0,128319.0625,1031370,527.05,5,890,872,577,651,1147,6832,457,7586
i1,0,128334.7813,1031521.313,515.52,4,965,909,566,1058,712,9446,1137,6849
i10,1,128339.875,1031505.188,518.91,4,949,934,592,1177,1045,7897,669,8696
i100,0,128346.9297,1031433.563,532.2,4,967,947,516,649,488,5481,967,11319
i101,1,128346.5781,1031434,532.21,4,967,947,516,649,488,5481,967,11319
i102,1,128347.6797,1031434.563,532.19,4,967,947,516,649,488,5481,967,11319
i103,0,128349.8203,1031433.688,532.18,4,945,947,640,649,442,5481,1670,11319
i104,1,128349.8594,1031433.875,532.17,4,945,947,640,649,442,5481,1670,11319
i105,1,128350.8516,1031434.938,532.14,4,945,947,640,649,442,5481,1670,11319
i106,0,128349.2813,1031436,532.14,4,945,947,640,649,788,5481,853,11319
i107,1,128349.9688,1031436.875,532.08,4,945,947,640,649,371,5481,1560,11319
i108,0,128349.9141,1031436.688,532.07,4,945,947,640,649,371,5481,1560,11319
i109,0,128350.3047,1031436.75,532.08,4,945,947,640,649,371,5481,1560,11319
i11,0,128342.6875,1031501.375,519.54,4,934,934,1152,1177,1239,7287,577,8514
i110,1,128351.5078,1031437.375,532.04,4,945,947,640,649,371,5481,1560,11319
i111,0,128349.9453,1031437.875,532.03,4,945,947,640,649,371,5481,1560,11319
i112,1,128349.7188,1031438.25,532.01,4,945,947,689,649,371,5481,1560,11319
i113,1,128349.3984,1031438.563,532.01,4,945,947,689,649,371,5481,1560,11319
i114,0,128349.7266,1031438.625,531.99,4,945,947,689,649,371,5481,1560,11319
i115,1,128350.375,1031439.25,531.95,4,945,947,689,649,371,5481,1560,11319
i116,1,128350.2969,1031439.875,531.92,4,945,947,689,649,718,5481,1008,11319
i117,1,128350.6563,1031438.438,531.98,4,945,947,689,649,371,5481,1560,11319
i118,1,128351.1172,1031439,531.94,4,945,947,689,649,371,5481,1560,11319
i119,0,128351.2891,1031438.875,531.97,4,945,947,689,649,371,5481,1560,11319
i12,1,128342.4922,1031498.125,520.18,4,934,934,1152,1177,1239,7287,577,8514
i120,0,128351.5469,1031439,531.93,4,945,947,689,649,371,5481,1560,11319
i121,1,128351.9453,1031439.25,531.96,4,945,947,689,649,371,5481,1560,11319
i122,1,128352.4453,1031440.125,531.89,4,945,947,689,649,718,5481,1008,11319
i123,1,128352.1406,1031440.375,531.87,4,945,947,689,649,718,5481,1008,11319
i124,0,128351.375,1031444.125,531.71,4,953,947,737,649,963,5903,586,9894
i125,0,128348.4531,1031441.938,531.87,4,945,947,689,649,592,5481,1157,11319
i126,0,128348.1719,1031441.375,531.92,4,945,947,689,649,592,5481,1157,11319
i127,0,128347.8516,1031441.438,531.92,4,959,947,633,649,592,5481,1157,11319
i128,0,128347.0859,1031440.938,531.97,4,959,947,633,649,592,5481,1157,11319
i129,0,128346.7891,1031440.063,532,4,959,947,633,649,592,5481,1157,11319
i13,1,128341.2031,1031498.375,520.25,4,934,934,1152,1177,1239,7287,577,8514
i130,1,128346.7891,1031439,532.03,4,959,947,633,649,788,5481,853,11319
i131,0,128348.0391,1031438.125,532.04,4,945,947,689,649,788,5481,853,11319
i132,0,128348.3203,1031438.563,532.04,4,945,947,689,649,788,5481,853,11319
i133,1,128347.5078,1031437.938,532.08,4,967,947,516,649,788,5481,853,11319
i134,0,128347.125,1031437.313,532.1,4,967,947,516,649,788,5481,853,11319
i135,0,128346.7422,1031437.75,532.08,4,967,947,516,649,788,5481,853,11319
i136,1,128346.7031,1031438,532.09,4,967,947,516,649,788,5481,853,11319
i137,0,128347.9063,1031436.875,532.1,4,967,947,516,649,788,5481,853,11319
i138,0,128347.625,1031436.188,532.15,4,967,947,516,649,788,5481,853,11319
i139,1,128346.3203,1031435.688,532.17,4,967,947,516,649,788,5481,853,11319
i14,0,128340.0859,1031497.25,520.65,4,943,934,1366,1177,1443,7287,529,8514
i140,1,128345.3438,1031435.938,532.21,4,967,947,516,649,788,5481,853,11319
i141,0,128345.9219,1031436.188,532.18,4,967,947,516,649,788,5481,853,11319
i142,1,128345.4375,1031436.625,532.18,4,967,947,516,649,788,5481,853,11319
i143,1,128345.4688,1031436.938,532.16,4,967,947,516,649,788,5481,853,11319
i144,1,128345.0469,1031438.25,532.14,4,959,947,633,649,788,5481,853,11319
i145,1,128344.5469,1031438.438,532.14,4,959,947,633,649,521,3601,1330,11230
i146,1,128344.3594,1031440,532.12,4,959,947,633,649,390,3601,1410,11230
i147,0,128342.25,1031438.313,532.21,4,951,947,668,649,521,3601,1330,11230
i148,1,128340.5156,1031437.938,532.34,4,910,947,600,649,521,3601,1330,11230
i149,0,128340.7109,1031441.313,532.16,4,951,947,668,649,390,3601,1410,11230
i15,0,128339.4375,1031496.938,520.76,4,943,934,1366,1177,1443,7287,529,8514
i150,0,128340.3125,1031443,532.07,4,951,947,668,649,359,4404,1390,11426
i151,0,128340.0313,1031444.688,531.95,4,946,947,641,649,466,4404,1252,11426
i152,1,128342.5859,1031445.125,531.86,4,946,947,641,649,415,4404,1406,11426
i153,1,128343.6875,1031445.188,531.82,4,945,947,714,649,415,4404,1406,11426
i154,0,128343.5547,1031447.063,531.61,4,945,947,714,649,415,4404,1406,11426
i155,0,128343.7109,1031447,531.62,4,945,947,714,649,415,4404,1406,11426
i156,0,128337.8906,1031443.5,531.96,4,925,914,718,1009,359,4404,1390,11426
i157,0,128335.6094,1031442.813,532.21,4,912,914,903,1009,478,4404,1289,11426
i158,0,128335.4219,1031446.063,531.92,4,925,914,718,1009,470,4404,1259,11426
i159,0,128332.3672,1031442.125,532.39,4,906,914,1185,1009,478,3601,1289,11230
i16,0,128339.25,1031496.563,520.85,4,943,934,1366,1177,1443,7287,529,8514
i160,0,128327.75,1031445.063,532.4,4,918,914,881,1009,307,4459,1416,11456
i161,1,128330.2266,1031449.625,531.73,4,925,931,943,1147,575,4404,1229,11426
i162,1,128330.2813,1031452.125,531.49,4,925,931,943,1147,575,4404,1229,11426
i163,1,128337.0313,1031451.938,531.18,4,941,931,884,1147,435,4404,1326,11426
i164,0,128341.5938,1031450.313,531.24,4,949,957,866,1006,366,4404,1386,11426
i165,1,128343.2422,1031451.063,531.1,4,941,957,874,1006,366,4404,1386,11426
i166,1,128340.4609,1031451.063,531.16,4,949,957,866,1006,366,4404,1386,11426
i167,1,128341.0156,1031452.438,531.02,4,949,957,866,1006,366,4404,1386,11426
