Burrow,Status,Xcoord,Ycoord,Z,Watershed,Dew5m,Dew15m,Slope5m,Slope15m,Shrub5m,Shrub15m,Rock5m,Rock15m
i1075,1,128228.2969,1031410.5,527.4,3,918,917,1175,1156,645,5780,1229,11082
i1076,0,128227.8516,1031410.25,527.37,3,918,917,1148,1156,645,5780,1229,11082
i1077,1,128227.3047,1031409.813,527.45,3,918,917,1148,1156,533,5780,1496,11082
i1078,0,128225.9688,1031409.625,527.34,3,918,917,1148,1156,533,5780,1496,11082
i1079,0,128225.8672,1031409.875,527.29,3,918,917,1148,1156,533,5780,1496,11082
i108,1,128152.5234,1031453.188,510.47,3,917,914,1674,1629,432,5186,1322,10772
i1080,1,128227.125,1031410.625,527.27,3,918,917,1148,1156,533,5780,1496,11082
i1081,1,128227.75,1031411.375,527.2,3,918,917,1148,1156,533,5780,1496,11082
i1082,1,128226.2734,1031410.875,527.17,3,918,917,1148,1156,533,5780,1496,11082
i1083,0,128228.5938,1031411.375,527.27,3,918,917,1175,1156,645,5780,1229,11082
i1084,1,128230.1641,1031409.25,527.97,3,918,917,1175,1156,645,5780,1229,11082
i1085,1,128231.7813,1031408,528.25,3,917,917,1260,1156,645,5780,1229,11082
i1086,1,128230.6953,1031410.438,527.67,3,918,917,1175,1156,645,5780,1229,11082
i1087,1,128230.8984,1031410.625,527.68,3,918,917,1175,1156,645,5780,1229,11082
i1088,1,128230.6953,1031411.563,527.44,3,918,917,1175,1156,645,5780,1229,11082
i1089,0,128232.8984,1031413,527.47,3,918,917,1175,1156,592,4287,1362,12454
i109,1,128153.7734,1031459.313,509.32,3,919,914,1594,1629,364,4651,1431,10612
i1090,1,128233.0859,1031413.375,527.45,3,928,928,1148,1234,592,4287,1362,12454
i1091,0,128231.3594,1031413.125,527.25,3,921,917,1036,1156,706,4287,1177,12454
i1092,1,128231.0078,1031412.438,527.34,3,918,917,1175,1156,645,5780,1229,11082
i1093,1,128229.0859,1031411.938,527.3,3,918,917,1175,1156,645,5780,1229,11082
i1094,1,128228.7734,1031412.813,527.08,3,918,917,1175,1156,706,4287,1177,12454
i1095,0,128229.3047,1031413.313,527.06,3,921,917,1036,1156,706,4287,1177,12454
i1096,1,128226.875,1031412.938,526.88,3,918,917,1148,1156,418,4287,1496,12454
i1097,1,128225.9297,1031412.813,526.81,3,918,917,1148,1156,418,4287,1496,12454
i1098,0,128227.1875,1031413.688,526.8,3,921,917,1064,1156,418,4287,1496,12454
i1099,1,128231.9063,1031414.375,527.16,3,921,917,1036,1156,706,4287,1177,12454
i11,0,128128.1953,1031377.813,530.34,3,930,945,981,1088,535,2590,1155,12705
i110,1,128151.6484,1031459.063,509.05,3,917,914,1429,1629,364,4651,1431,10612
i1100,1,128231.0078,1031414.063,527.11,3,921,917,1036,1156,706,4287,1177,12454
i1101,1,128232.0156,1031414.813,527.06,3,921,917,1036,1156,706,4287,1177,12454
i1102,0,128230.4453,1031415.563,526.86,3,921,917,1036,1156,706,4287,1177,12454
i1103,1,128230.0469,1031414.875,526.91,3,921,917,1036,1156,706,4287,1177,12454
i1104,0,128230.4219,1031415.188,526.87,3,921,917,1036,1156,706,4287,1177,12454
i1105,0,128229.6641,1031414.625,526.92,3,921,917,1036,1156,706,4287,1177,12454
i1106,1,128228.8281,1031415.5,526.68,3,921,917,1036,1156,706,4287,1177,12454
i1107,1,128230.1406,1031415.938,526.77,3,921,917,1036,1156,706,4287,1177,12454
i1108,0,128228.7656,1031418.875,526.22,3,925,924,1136,1196,410,4287,1541,12454
i1109,0,128227.9453,1031416.313,526.48,3,921,917,1064,1156,706,4287,1177,12454
i111,1,128158.5313,1031460.438,509.48,3,920,928,1758,1668,284,4651,1415,10612
i1110,1,128227.0703,1031416,526.45,3,921,917,1064,1156,418,4287,1496,12454
i1111,1,128226.7031,1031416.313,526.39,3,921,917,1064,1156,418,4287,1496,12454
i1112,1,128225.7188,1031415.875,526.36,3,921,917,1064,1156,418,4287,1496,12454
i1113,0,128226.5,1031417.813,526.15,3,921,917,1064,1156,443,4287,1356,12454
i1114,0,128225.25,1031422.75,525.11,3,920,924,1170,1196,525,4287,1281,12454
i1115,1,128211.8359,1031356.688,535.88,3,917,929,480,323,485,5400,1120,10065
i1116,1,128208.3672,1031379.5,532.3,3,901,906,1069,1083,744,4767,1011,11272
i1117,1,128223.6875,1031385.813,531.85,3,907,907,1064,1005,594,5766,1215,10883
i1118,0,128268.2344,1031420.75,531.4,3,936,936,874,998,409,4722,1414,11840
i1119,0,128270.2734,1031442.438,530.27,3,937,937,1071,1094,402,4471,1508,11929
i112,0,128163.3984,1031460.688,509.7,3,942,928,1623,1668,538,4651,917,10612
i1120,0,128205.0547,1031410.125,526.34,3,945,921,1188,1152,536,3697,1315,13207
i113,0,128173.8281,1031459.938,510.32,3,923,910,1480,1672,450,4179,1039,10310
i114,1,128176.0391,1031459,510.74,3,923,910,1480,1672,593,4179,1026,10310
i115,1,128148.9453,1031467.25,506.74,3,923,916,1020,1063,442,6659,1125,7893
i116,1,128148.6719,1031472,505.63,3,929,916,828,1063,833,6659,1019,7893
i117,1,128147.9453,1031470.875,505.82,3,926,916,593,1063,442,6659,1125,7893
i118,1,128153.0703,1031471.188,506.13,3,919,916,801,1063,461,4651,1274,10612
i119,1,128157.1719,1031467.563,507.21,3,922,916,1184,1063,530,4651,1070,10612
i12,0,128132.3906,1031387.188,528.81,3,937,945,1229,1088,441,4081,1251,10469
i120,1,128156.2266,1031472.625,506.15,3,919,916,801,1063,200,2615,1875,14195
i121,1,128157.3672,1031472.875,506.11,3,919,916,801,1063,200,2615,1875,14195
i122,1,128157.3906,1031472.25,506.35,3,919,916,801,1063,200,4651,1875,10612
i123,1,128163.4844,1031470.063,507.18,3,909,912,735,1221,387,4651,996,10612
i124,1,128155.8359,1031469.75,506.52,3,919,916,801,1063,530,4651,1070,10612
i125,0,128156.0234,1031471.563,506.35,3,919,916,801,1063,200,4651,1875,10612
i126,0,128166.4766,1031471.313,507.74,3,909,912,735,1221,323,4179,1438,10310
i127,0,128167.0781,1031469.25,507.57,3,909,912,735,1221,472,4179,978,10310
i128,0,128167.1641,1031469.875,507.31,3,909,912,735,1221,472,4179,978,10310
i129,0,128149.0391,1031447.188,511.21,3,910,911,1835,1707,979,6350,752,8528
i13,1,128116.3672,1031379.75,530.54,3,906,919,923,981,183,1588,1467,14107
i130,0,128165.7109,1031470.063,507.33,3,909,912,735,1221,472,4179,978,10310
i131,0,128183.9609,1031389.188,529.42,3,907,912,1019,1053,525,4634,1294,10892
i132,0,128185.0469,1031385.688,530.09,3,907,907,1035,1113,525,4634,1294,10892
i133,0,128184.9609,1031385.813,530.03,3,907,907,1035,1113,525,4634,1294,10892
i134,1,128174.2266,1031362.063,533.72,3,920,910,883,930,418,3715,1322,12962
i135,1,128140.8672,1031365.75,531.76,3,957,928,465,438,107,1534,1879,16402
i136,0,128191.1328,1031569.25,530.4,3,922,930,628,508,290,2358,1312,10540
i137,1,128198.2109,1031558.625,530.4,3,912,913,959,897,458,3364,1060,9299
i138,1,128174.7578,1031581.625,529.64,3,911,914,566,486,408,2410,869,8987
i139,1,128169.4844,1031565.75,528.28,3,898,897,417,599,92,1807,1637,13147
i14,1,128117.2109,1031379.625,530.45,3,906,919,923,981,183,1588,1467,14107
i140,1,128170.4063,1031557.313,528.39,3,874,897,788,599,159,1841,1679,14439
i141,1,128166.0938,1031554.688,527.05,3,897,897,753,599,281,1841,1550,14439
i142,0,128151.7344,1031541.563,523.66,3,897,897,1133,1139,150,2377,1144,12373
i143,1,128138.4766,1031487.313,505.57,3,919,917,1348,926,528,4783,1155,11020
i144,0,128158.2891,1031484.813,509.54,3,898,897,1720,1983,420,2615,1428,14195
i145,1,128157.9453,1031485.125,509.57,3,912,914,1645,1820,420,2615,1428,14195
i146,0,128089.8125,1031443.188,518.15,3,944,949,1666,1633,821,4321,672,8109
i147,0,128069.3281,1031462.75,513.13,3,965,962,1986,1755,89,5490,162,6804
i148,1,128080.9453,1031457.5,514.1,3,965,962,1751,1755,204,4068,1297,8863
i149,1,128227.0469,1031527.938,529.68,3,917,911,704,734,319,2033,1346,13864
i15,0,128118.2734,1031380.188,530.33,3,919,919,983,981,183,1588,1467,14107
i150,0,128240.8203,1031544.75,532.25,3,910,909,201,291,107,1477,1640,14156
i151,0,128241.7344,1031544.5,532.25,3,910,909,201,291,93,1477,1597,14156
i152,0,128241.4141,1031544.5,532.22,3,910,909,201,291,93,1477,1597,14156
i153,0,128240.4219,1031544.25,532.22,3,910,909,201,291,107,1477,1640,14156
i154,1,128237.4219,1031537.063,531.69,3,907,900,880,598,669,3291,1159,12506
i155,0,128229.5547,1031544.563,531.81,3,916,917,486,586,591,3291,1144,12506
i156,1,128228.3438,1031545.438,531.76,3,916,917,486,586,591,3291,1144,12506
i157,1,128222.3516,1031548.563,531.61,3,918,917,551,586,65,1672,1637,12570
i158,0,128222.9219,1031546.563,531.39,3,923,917,721,586,24,2547,1610,11413
i159,0,128211.3438,1031566.438,531.89,3,912,904,474,682,296,2623,1374,11054
i16,0,128115.3125,1031390.125,528.31,3,914,916,1252,1398,508,4370,784,8506
i160,0,128234.5391,1031540.813,531.81,3,915,909,544,291,381,3291,1366,12506
i161,0,128248.5391,1031540.688,532.13,3,875,866,189,440,165,1477,1360,14156
i162,1,128243.0234,1031535.188,531.9,3,885,900,413,598,264,1477,1637,14156
i163,1,128240.8516,1031532.313,531.69,3,899,900,701,598,167,2254,1796,15417
i164,0,128247.3359,1031532.563,531.88,3,896,900,532,598,192,1477,1721,14156
i165,1,128248.0156,1031530.875,531.86,3,891,875,363,283,192,2254,1721,15417
i166,1,128248.7188,1031525.75,531.5,3,902,875,445,283,340,2254,1584,15417
i167,1,128248.9688,1031525.813,531.52,3,902,875,445,283,340,2254,1584,15417
i168,0,128250.7031,1031524.625,531.53,3,902,875,445,283,343,2254,1692,15417
i169,1,128254.1953,1031524,531.51,3,895,875,289,283,343,2254,1692,15417
i17,0,128108.4688,1031389.813,529.18,3,911,908,1260,1302,651,4370,940,8506
i170,0,128260.8359,1031516.125,530.98,3,872,888,552,473,71,1269,1987,17176
i171,1,128262.3125,1031515.938,530.93,3,872,888,552,473,250,1269,1668,17176
i172,0,128263.3672,1031518.188,530.98,4,843,845,678,489,71,2563,1987,14858
i173,0,128260.7344,1031520.813,531.28,4,870,888,345,473,122,2563,1963,14858
i174,0,128261.3984,1031521.563,531.26,4,870,888,345,473,122,2563,1963,14858
i175,0,128241.125,1031531.063,531.28,3,899,900,701,598,167,2254,1796,15417
i176,0,128262.3672,1031505.125,530.05,3,876,899,324,549,28,1269,2116,17176
i177,1,128270.9609,1031481.438,529.99,3,935,937,395,300,133,1479,1944,17541
i178,1,128270.0391,1031481,529.96,3,935,937,395,300,133,1479,1944,17541
i179,0,128269.0078,1031480.938,529.91,3,935,937,395,300,133,3238,1944,13820
i18,0,128110.7578,1031391.688,528.51,3,911,908,1260,1302,527,4370,724,8506
i180,0,128281.0547,1031479.438,530.89,3,911,894,657,507,122,1479,2074,17541
i181,1,128280.3281,1031478,530.98,3,922,928,782,661,122,1479,2074,17541
i182,0,128280.6875,1031476.438,531.01,3,922,928,782,661,122,1479,2074,17541
i183,0,128282.7578,1031480.5,530.71,3,911,894,657,507,117,1479,2186,17541
i184,0,128283.0313,1031480.25,530.8,3,937,894,804,507,117,1479,2186,17541
i185,1,128283.4531,1031480.5,530.73,3,937,894,804,507,117,1479,2186,17541
i186,0,128283.6953,1031479.188,530.88,3,937,894,804,507,311,1479,1722,17541
i187,1,128283.1094,1031479.5,530.94,3,937,894,804,507,311,1479,1722,17541
i188,1,128283.3672,1031478.813,531.02,3,937,894,804,507,311,1479,1722,17541
i189,1,128284.0547,1031478.5,531.02,3,937,894,804,507,311,1479,1722,17541
i19,1,128108.8359,1031385.188,530.18,3,905,895,1069,815,449,4370,1312,8506
i190,0,128261.1094,1031476.813,528.63,3,927,927,911,953,589,3238,1290,13820
i191,0,128243.0391,1031509.875,529.33,3,908,908,575,599,429,1463,1415,16221
i192,1,128236.0703,1031505.063,528.05,3,909,906,952,928,187,1909,1843,14530
i193,0,128247.1953,1031471.5,526.29,3,924,925,997,1039,294,2409,1583,14633
i194,0,128246.1719,1031473.375,526.22,3,924,925,959,1039,294,2694,1583,13653
i195,1,128245.6563,1031473.375,526.16,3,924,925,959,1039,273,2694,1465,13653
i196,1,128240.5703,1031474.313,525.54,3,923,925,1029,1039,181,2694,1501,13653
i197,0,128245.6641,1031466.813,525.81,3,926,925,994,1039,248,2409,1588,14633
i198,0,128257.625,1031390.188,533.54,3,930,929,614,660,529,3813,1178,9842
i199,1,128256.5391,1031391.938,533.35,3,930,929,614,660,529,3813,1178,9842
i2,1,128122.5859,1031373.813,531.2,3,928,919,790,981,174,2590,1462,12705
i20,1,128094.9609,1031393.563,530.58,3,914,926,1151,1094,283,3100,1577,12742
i200,0,128254.2188,1031392.313,533.08,3,930,929,614,660,1047,6461,874,9803
i201,0,128257.4766,1031395.313,533.06,3,931,929,678,660,881,3813,946,9842
i202,0,128256.9375,1031395.625,532.99,3,931,929,678,660,881,3813,946,9842
i203,1,128257.2344,1031396.188,532.97,3,931,929,678,660,881,3813,946,9842
i204,0,128257.25,1031396.5,532.95,3,931,929,678,660,881,3813,946,9842
i205,0,128257.6719,1031396.625,532.98,3,931,929,678,660,881,3813,946,9842
i206,0,128274.6172,1031405.375,533.08,3,943,935,184,528,427,3203,1170,10214
i207,1,128264.8203,1031407.188,532.59,3,932,935,506,528,544,5757,1058,10272
i208,1,128262.0938,1031406.75,532.4,3,931,932,704,996,936,5757,956,10272
i209,0,128265.3672,1031410.25,532.4,3,933,935,672,528,798,5757,1008,10272
i21,1,128093.4609,1031398.563,529.55,3,910,926,1241,1094,519,4199,1238,9068
i210,0,128265.0156,1031411.125,532.17,3,933,935,672,528,798,5757,1008,10272
i211,0,128263.4688,1031409.5,532.25,3,933,935,672,528,542,5757,1343,10272
i212,1,128266.3984,1031413.25,532.18,3,934,935,873,528,802,4722,1063,11840
i213,1,128274.2656,1031413.938,532.84,3,934,935,504,528,504,4081,1197,10755
i214,0,128271.0703,1031418.75,532.23,3,936,936,874,998,773,4081,1096,10755
i215,0,128271.3125,1031419.313,532.23,3,936,936,874,998,773,4081,1096,10755
i216,0,128271.4141,1031419.688,532.22,3,936,936,874,998,773,4081,1096,10755
i217,0,128271.9609,1031420.375,532.2,3,936,936,874,998,773,4081,1096,10755
i218,1,128271.4922,1031420.5,532.18,3,936,936,874,998,773,4081,1096,10755
i219,1,128272.3047,1031421.313,532.2,3,936,936,874,998,773,4081,1096,10755
i22,0,128076.3984,1031400.75,529.9,3,953,945,1168,1032,232,3551,1509,12190
i220,0,128271.2109,1031422.25,531.98,3,936,936,874,998,849,4081,983,10755
i221,0,128270.6953,1031421.375,531.98,3,936,936,874,998,773,4081,1096,10755
i222,1,128270.2813,1031422,531.87,3,936,936,874,998,849,4081,983,10755
i223,0,128269.5391,1031419.063,532.09,3,936,936,874,998,773,4722,1096,11840
i224,1,128268.9766,1031420,531.76,3,936,936,874,998,773,4722,1096,11840
i225,0,128265.5703,1031421.688,531.12,3,935,936,1058,998,206,4722,1716,11840
i226,1,128254.8672,1031411.875,530.86,3,932,932,1056,996,258,5757,1631,10272
i227,0,128250.8516,1031407.938,531.02,3,930,932,967,996,303,4514,1615,11876
i228,1,128248.5625,1031400.188,531.96,3,931,929,804,660,351,4514,1473,11876
i229,0,128244.0938,1031401.875,531.06,3,929,919,830,909,495,4514,1331,11876
i23,0,128081.0234,1031386.188,530.02,3,945,918,755,523,45,1674,1801,15040
i230,1,128243.4141,1031402.563,530.91,3,929,919,830,909,495,4514,1331,11876
i231,1,128243.7969,1031402.938,530.92,3,929,919,830,909,495,4514,1331,11876
i232,0,128244.1953,1031403.5,530.78,3,926,928,1133,1234,606,4514,1149,11876
i233,1,128242.3516,1031405.125,530.23,3,928,928,1300,1234,606,4514,1149,11876
i234,0,128241.4609,1031404.5,530.26,3,928,928,1300,1234,606,4514,1149,11876
i235,1,128241.6016,1031405.375,530.15,3,928,928,1300,1234,606,4514,1149,11876
i236,1,128239.4922,1031405.25,529.9,3,928,928,1300,1234,597,5780,1260,11082
i237,1,128241.0313,1031405.688,529.79,3,928,928,1300,1234,597,4514,1260,11876
i238,0,128239.9219,1031408,529.33,3,928,928,1300,1234,556,4514,1354,11876
i239,0,128243.6563,1031406.438,529.99,3,926,928,1133,1234,606,4514,1149,11876
i24,0,128073.8125,1031402.938,529.36,3,953,945,1168,1032,344,2698,1415,12769
i240,0,128243.9375,1031405.438,530.22,3,926,928,1133,1234,606,4514,1149,11876
i241,0,128241.3828,1031408.813,529.35,3,929,928,1270,1234,677,4514,1101,11876
i242,0,128248.4375,1031406.313,530.77,3,930,932,967,996,640,4514,1111,11876
i243,0,128248.2891,1031407.125,530.59,3,930,932,967,996,640,4514,1111,11876
i244,0,128242.3672,1031409.813,529.34,3,929,928,1270,1234,677,4514,1101,11876
i245,1,128243.3906,1031409.625,529.49,3,930,928,1237,1234,677,4514,1101,11876
i246,0,128247.6563,1031410.188,529.98,3,930,928,1237,1234,732,4514,1101,11876
i247,1,128245.6953,1031413.063,529.23,3,932,928,1230,1234,603,5212,1287,11373
i248,0,128245.1094,1031413.375,529.1,3,932,928,1230,1234,603,5212,1287,11373
i249,1,128243.8438,1031415.063,528.76,3,932,928,1230,1234,603,5212,1287,11373
i25,0,128073.6484,1031403.25,529.28,3,946,950,1159,1283,344,2698,1415,12769
i250,0,128244.6797,1031415.563,528.79,3,932,928,1230,1234,603,5212,1287,11373
i251,0,128249.6641,1031410.25,530.3,3,931,932,1109,996,732,4514,1101,11876
i252,0,128247.5234,1031414.188,529.34,3,932,928,1230,1234,741,5212,1117,11373
i253,1,128246.9375,1031414.25,529.25,3,932,928,1230,1234,741,5212,1117,11373
i254,0,128246.1953,1031414.375,529.18,3,932,928,1230,1234,741,5212,1117,11373
i255,1,128246.2969,1031414.625,529.15,3,932,928,1230,1234,741,5212,1117,11373
i256,1,128245.0625,1031416.5,528.67,3,932,928,1230,1234,603,5212,1287,11373
i257,0,128247.2031,1031415.688,528.8,3,932,928,1230,1234,741,5212,1117,11373
i258,0,128248,1031417.125,528.76,3,932,932,1185,996,473,5212,1361,11373
i259,0,128252.0391,1031413.375,529.72,3,932,932,1185,996,511,5212,1330,11373
i26,1,128073.2031,1031403.75,529.1,3,946,950,1159,1283,285,2698,1516,12769
i260,1,128252.3516,1031413.438,529.76,3,932,932,1185,996,511,5212,1330,11373
i261,0,128253.1563,1031415.563,529.68,3,933,932,1117,996,511,5212,1330,11373
i262,0,128253.2734,1031415.5,529.69,3,933,932,1117,996,511,5212,1330,11373
i263,0,128253.1172,1031415.375,529.7,3,933,932,1117,996,511,5212,1330,11373
i264,0,128253.7969,1031416.125,529.69,3,933,932,1117,996,511,5212,1330,11373
i265,0,128253.4375,1031417.75,529.41,3,933,932,1117,996,641,5212,1163,11373
i266,0,128256.6641,1031419.313,529.8,3,933,934,1151,1151,792,4722,1051,11840
i267,0,128256.2891,1031420.063,529.62,3,934,934,1151,1151,792,4722,1051,11840
i268,1,128256.3594,1031434.063,528.1,3,936,937,1023,1084,522,4665,1143,11249
i269,1,128261.1797,1031434.875,528.85,3,937,937,1012,1084,623,4665,1135,11249
i27,0,128070.7266,1031400.938,529.87,3,933,945,1178,1032,344,2698,1415,12769
i270,1,128262.2891,1031435.938,529.22,3,937,937,1012,1084,440,4665,1264,11249
i271,1,128265.2578,1031431.25,530.05,3,935,936,1267,998,465,4665,1301,11249
i272,0,128265.5234,1031427.125,530.45,3,935,936,1171,998,274,4722,1549,11840
i273,0,128270.5156,1031428.813,530.88,3,936,936,1227,998,484,4471,1317,11929
i274,0,128270.3984,1031428.25,530.93,3,936,936,1227,998,484,4471,1317,11929
i275,0,128270.9297,1031428.25,531.03,3,936,936,1227,998,484,4471,1317,11929
i276,0,128271.0234,1031428.375,530.99,3,936,936,1227,998,484,4471,1317,11929
i277,0,128271.2031,1031426.188,531.21,3,936,936,1044,998,484,4081,1317,10755
i278,1,128271.1016,1031423.625,531.55,3,936,936,1044,998,849,4081,983,10755
i279,1,128269.3203,1031423.875,531.05,3,936,936,1044,998,849,4722,983,11840
i28,0,128079.9609,1031405.75,528.42,3,961,950,1165,1283,417,3551,1365,12190
i280,1,128271.2734,1031424.375,531.48,3,936,936,1044,998,849,4081,983,10755
i281,0,128272.0625,1031423.563,531.67,3,936,936,1044,998,849,4081,983,10755
i282,1,128272.2734,1031424.5,531.68,3,936,936,1044,998,849,4081,983,10755
i283,0,128274.7578,1031421.938,532.22,3,936,936,622,998,506,4081,1199,10755
i284,1,128275.8828,1031423.563,532.21,3,936,936,730,998,506,4081,1199,10755
i285,1,128276.6719,1031425,532.29,3,937,936,730,998,506,4081,1199,10755
i286,0,128277.7891,1031423.25,532.47,3,937,936,730,998,399,4081,1221,10755
i287,0,128283.8281,1031423.438,532.8,3,935,928,338,355,226,4081,1261,10755
i288,1,128289.6875,1031420.25,532.93,3,883,928,232,355,202,2688,1293,10914
i289,1,128292.7813,1031419.188,532.92,3,883,928,232,355,296,2688,1143,10914
i29,1,128086.6484,1031408.063,527.94,3,952,932,1183,1277,478,3551,1234,12190
i290,1,128286.9453,1031415.75,532.79,3,915,884,174,292,312,2688,1191,10914
i291,0,128285.1953,1031415.125,532.76,3,915,884,174,292,347,2688,1146,10914
i292,1,128287.6797,1031412.688,532.67,3,866,884,274,292,312,2688,1191,10914
i293,1,128288.8672,1031413.563,532.69,3,845,884,349,292,312,2688,1191,10914
i294,1,128286.2031,1031424.938,533.17,3,935,928,338,355,226,2688,1261,10914
i295,1,128281.5234,1031428.125,532.83,3,936,928,750,355,332,4471,1324,11929
i296,0,128273.7344,1031426.813,531.95,3,936,936,730,998,629,4081,1197,10755
i297,1,128273.2266,1031428.563,531.82,3,936,936,987,998,629,4471,1197,11929
i298,1,128274.3438,1031429.688,531.84,3,936,936,987,998,629,4471,1197,11929
i299,0,128275.0469,1031430.375,532.04,3,936,936,987,998,629,4471,1197,11929
i3,1,128116.8672,1031372.875,531.42,3,910,914,268,333,182,1588,1737,14107
i30,0,128091.9844,1031403.25,528.65,3,929,932,1189,1277,355,4199,1491,9068
i300,0,128275.0625,1031428.875,532.09,3,936,936,987,998,629,4471,1197,11929
i301,1,128275.5859,1031430.375,532.14,3,936,936,987,998,629,4471,1197,11929
i302,1,128274.8906,1031431.125,531.99,3,936,936,987,998,661,4471,1196,11929
i303,1,128278.7031,1031430.25,532.57,3,936,928,750,355,332,4471,1324,11929
i304,1,128278.7344,1031431.063,532.51,3,936,928,750,355,474,4471,1312,11929
i305,0,128276.7891,1031431.75,532.26,3,936,936,987,998,661,4471,1196,11929
i306,0,128276.0078,1031432.563,532,3,936,936,987,998,661,4471,1196,11929
i307,1,128272.7813,1031432.063,531.38,3,936,936,1227,998,260,4471,1545,11929
i308,0,128274.7422,1031433.5,531.67,3,936,937,1175,1094,661,4471,1196,11929
i309,0,128275.5781,1031434.188,531.74,3,936,937,1175,1094,661,4471,1196,11929
i31,1,128103.9453,1031398.188,528.3,3,903,908,1320,1302,568,4199,742,9068
i310,1,128268.1016,1031432.688,530.66,3,936,936,1227,998,465,4665,1301,11249
i311,1,128295.3906,1031422.75,533.44,3,857,862,336,287,257,2688,1338,10914
i312,1,128295.4219,1031423.75,533.25,3,867,862,204,287,257,2688,1338,10914
i313,1,128281.8125,1031431.938,532.68,3,936,928,750,355,474,4471,1312,11929
i314,0,128276.8672,1031432,532.19,3,936,936,987,998,661,4471,1196,11929
i315,0,128278.0313,1031433.75,532.17,3,936,918,1125,1363,474,4471,1312,11929
i316,0,128277.4609,1031433.75,532.14,3,936,937,1175,1094,474,4471,1312,11929
i317,0,128279.3359,1031434.188,532.3,3,936,918,1125,1363,474,4471,1312,11929
i318,0,128279.5078,1031434.313,532.36,3,936,918,1125,1363,474,4471,1312,11929
i319,0,128279.7422,1031435.625,532.31,3,936,918,1125,1363,548,4471,1267,11929
i32,1,128108.3359,1031405.688,526.27,3,906,903,1425,1483,204,3533,1259,8325
i320,0,128279.3281,1031434.938,532.29,3,936,918,1125,1363,474,4471,1312,11929
i321,0,128278.2969,1031436,532.06,3,937,918,1125,1363,548,4471,1267,11929
i322,1,128279.4141,1031437.563,532.12,3,937,918,1125,1363,548,4471,1267,11929
i323,0,128278.2891,1031437.188,532.01,3,937,918,1125,1363,548,4471,1267,11929
i324,0,128275.5,1031434.688,531.64,3,937,937,1175,1094,661,4471,1196,11929
i325,0,128275.0391,1031435.313,531.43,3,937,937,1175,1094,699,4471,1241,11929
i326,1,128274.6094,1031435.375,531.36,3,937,937,1175,1094,699,4471,1241,11929
i327,0,128273.3984,1031435.438,531.07,3,937,937,1175,1094,699,4471,1241,11929
i328,0,128273.5313,1031434.625,531.1,3,937,937,1175,1094,661,4471,1196,11929
i329,0,128264.7266,1031435.75,530.38,3,937,937,1194,1094,680,4665,1125,11249
i33,0,128110.6875,1031412,524.67,3,903,903,1511,1483,379,3533,987,8325
i330,0,128264.1016,1031437.313,529.38,3,937,937,1194,1094,680,4665,1125,11249
i331,0,128272.5313,1031438.438,530.76,3,937,937,1071,1094,300,4471,1625,11929
i332,0,128273.6719,1031439.25,530.86,3,937,937,1161,1094,699,4471,1241,11929
i333,0,128275.2813,1031439.188,531.22,3,937,937,1161,1094,699,4471,1241,11929
i334,1,128276.2031,1031438.438,531.51,3,937,937,1161,1094,699,4471,1241,11929
i335,0,128276.8125,1031439,531.58,3,937,937,1161,1094,699,4471,1241,11929
i336,1,128276.8438,1031439.125,531.56,3,937,937,1161,1094,699,4471,1241,11929
i337,0,128275.6484,1031440.625,531.1,3,937,937,1161,1094,495,4471,1441,11929
i338,0,128275.9688,1031440.625,531.15,3,937,937,1161,1094,495,4471,1441,11929
i339,1,128277.0156,1031440.313,531.52,3,937,937,1161,1094,495,4471,1441,11929
i34,1,128109.7188,1031412.313,524.64,3,903,903,1511,1483,379,3533,987,8325
i340,0,128278.1875,1031439.25,531.91,3,937,918,1522,1363,548,4471,1267,11929
i341,0,128275.8906,1031436.563,531.57,3,937,937,1175,1094,699,4471,1241,11929
i342,1,128277.2031,1031437.563,531.75,3,937,937,1175,1094,699,4471,1241,11929
i343,1,128294.9375,1031428.563,533.29,3,925,862,109,287,614,3596,915,11635
i344,1,128294.1406,1031431.5,533.24,3,925,862,109,287,530,3596,970,11635
i345,0,128295.0625,1031437.313,533.12,3,881,856,617,509,410,3596,1308,11635
i346,1,128293.6563,1031436.938,533.11,3,881,856,617,509,410,3596,1308,11635
i347,1,128293.3047,1031441.875,533.04,3,849,856,928,509,96,3596,1649,11635
i348,1,128292.7188,1031440.5,533.02,3,881,918,1431,1363,96,3596,1649,11635
i349,1,128292.3672,1031439.438,533.02,3,881,918,1431,1363,410,3596,1308,11635
i35,1,128067,1031431.75,522.95,3,924,937,1452,1483,92,4530,170,7374
i350,1,128291.6953,1031442.188,532.93,3,881,918,1431,1363,96,3596,1649,11635
i351,1,128286.8438,1031437.875,532.75,3,919,918,1042,1363,178,3596,1553,11635
i352,0,128286.9141,1031438.5,532.73,3,932,918,1771,1363,178,3596,1553,11635
i353,0,128285.9453,1031438.75,532.69,3,932,918,1771,1363,321,3596,1357,11635
i354,0,128284.3438,1031437.375,532.64,3,919,918,1042,1363,321,4471,1357,11929
i355,1,128282.75,1031436.438,532.56,3,936,918,1125,1363,321,4471,1357,11929
i356,0,128282.6641,1031437.313,532.49,3,936,918,1125,1363,321,4471,1357,11929
i357,1,128283.0625,1031437.813,532.54,3,919,918,1042,1363,321,4471,1357,11929
i358,0,128280.9766,1031439.125,532.25,3,937,918,1522,1363,548,4471,1267,11929
